user_id,join_date,gender,location,age
USR20011,2023-05-17,nan,Jakarta,32
USR20012,2022-07-08,Male,Bandung,60
USR20013,2023-10-13,Female,Jakarta,31
USR20014,2022-03-02,Female,Jakarta,43
USR20015,2022-10-21,Male,Bandung,42
USR20016,2022-02-02,Female,Medan,49
USR20017,2022-10-26,nan,Yogyakarta,42
USR20018,2023-02-19,Female,Surabaya,55
USR20019,2023-09-16,Female,Medan,18
USR20020,2023-07-03,nan,Surabaya,26
USR20021,2023-03-07,Female,Jakarta,41
USR20022,2023-05-10,Male,Makassar,44
USR20023,2022-04-10,Female,Bandung,18
USR20024,2022-01-23,Female,Yogyakarta,51
USR20025,2023-02-24,Male,Medan,61
USR20026,2023-02-28,Female,Surabaya,25
USR20027,2023-05-02,Female,Makassar,15
USR20028,2023-12-31,Female,Surabaya,63
USR20029,2022-03-30,Male,Bandung,41
USR20030,2022-07-28,Male,Medan,50
USR20031,2022-09-28,Female,Yogyakarta,57
USR20032,2023-02-10,Female,Bandung,28
USR20033,2023-12-22,nan,Yogyakarta,37
USR20034,2022-10-05,nan,Medan,40
USR20035,2022-07-25,Male,Bandung,29
USR20036,2023-08-13,Male,Medan,17
USR20037,2022-11-24,Male,Jakarta,45
USR20038,2023-09-02,Male,Medan,58
USR20039,2022-12-02,Female,Jakarta,38
USR20040,2023-08-29,Female,Makassar,64
USR20041,2023-08-15,Male,Medan,47
USR20042,2022-02-07,Male,Surabaya,41
USR20043,2022-08-16,Male,Medan,39
USR20044,2023-04-28,Female,Medan,53
USR20045,2022-05-14,Female,Makassar,30
USR20046,2023-12-09,Male,Surabaya,20
USR20047,2023-01-25,Male,Jakarta,24
USR20048,2023-09-05,Female,Yogyakarta,40
USR20049,2023-03-01,Female,Medan,20
USR20050,2023-08-10,Male,Medan,35
USR20051,2023-05-25,Male,Surabaya,56
USR20052,2023-12-21,Male,Makassar,36
USR20053,2023-08-18,Male,Surabaya,61
USR20054,2023-03-03,Female,Yogyakarta,23
USR20055,2023-10-17,Male,Surabaya,54
USR20056,2023-04-19,Female,Bandung,61
USR20057,2023-07-22,nan,Jakarta,33
USR20058,2022-12-27,Female,Makassar,52
USR20059,2022-07-30,Female,Medan,42
USR20060,2022-06-28,Male,Makassar,27
USR20061,2022-02-27,Male,Yogyakarta,37
USR20062,2022-03-14,Female,Yogyakarta,43
USR20063,2022-08-03,Male,Makassar,26
USR20064,2022-03-14,Male,Yogyakarta,38
USR20065,2023-04-12,Male,Surabaya,38
USR20066,2022-09-28,Male,Medan,19
USR20067,2023-05-14,Female,Medan,59
USR20068,2022-12-20,Female,Bandung,23
USR20069,2022-08-22,nan,Medan,60
USR20070,2022-11-15,Female,Bandung,47
USR20071,2022-01-19,Male,Yogyakarta,49
USR20072,2023-09-17,Male,Yogyakarta,33
USR20073,2023-07-29,Male,Surabaya,42
USR20074,2023-01-07,Male,Jakarta,15
USR20075,2022-07-03,Female,Yogyakarta,63
USR20076,2022-10-04,nan,Makassar,57
USR20077,2023-11-05,Female,Makassar,54
USR20078,2022-05-25,Female,Medan,52
USR20079,2023-10-20,Female,Medan,42
USR20080,2022-03-22,Female,Makassar,25
USR20081,2022-11-18,nan,Jakarta,35
USR20082,2023-03-11,Female,Jakarta,34
USR20083,2022-02-12,Female,Jakarta,21
USR20084,2022-11-09,Male,Medan,15
USR20085,2022-10-20,Male,Yogyakarta,63
USR20086,2023-11-19,Female,Medan,35
USR20087,2022-03-10,Male,Yogyakarta,21
USR20088,2022-02-25,Female,Jakarta,30
USR20089,2023-09-23,Female,Makassar,25
USR20090,2022-07-23,Female,Bandung,36
USR20091,2023-02-24,Male,Makassar,28
USR20092,2023-07-21,Male,Yogyakarta,52
USR20093,2023-07-04,Female,Bandung,16
USR20094,2022-08-31,Female,Yogyakarta,34
USR20095,2022-07-20,Male,Jakarta,18
USR20096,2023-04-19,nan,Medan,44
USR20097,2023-06-11,Female,Jakarta,52
USR20098,2023-10-18,Female,Surabaya,56
USR20099,2022-03-18,Female,Medan,42
USR20100,2023-04-23,Male,Bandung,35
USR20101,2023-03-16,nan,Medan,26
USR20102,2022-09-20,nan,Jakarta,47
USR20103,2022-07-04,Female,Bandung,17
USR20104,2022-02-24,Female,Surabaya,49
USR20105,2022-11-04,Female,Makassar,33
USR20106,2023-05-31,Female,Surabaya,15
USR20107,2022-10-26,Male,Makassar,47
USR20108,2023-07-06,Female,Medan,54
USR20109,2022-08-18,Male,Jakarta,44
USR20110,2023-01-12,Male,Jakarta,15
USR20111,2022-10-13,Male,Makassar,18
USR20112,2022-05-18,Male,Jakarta,58
USR20113,2023-04-23,Female,Medan,18
USR20114,2023-09-07,Male,Surabaya,25
USR20115,2022-01-07,Female,Medan,18
USR20116,2023-11-07,Male,Medan,57
USR20117,2023-02-23,Female,Surabaya,30
USR20118,2023-04-17,Female,Yogyakarta,31
USR20119,2023-02-24,Male,Bandung,46
USR20120,2022-10-03,Female,Bandung,35
USR20121,2023-07-15,Female,Makassar,55
USR20122,2023-08-31,Male,Makassar,48
USR20123,2023-07-25,Male,Bandung,54
USR20124,2023-11-20,Male,Yogyakarta,15
USR20125,2022-03-31,Female,Bandung,34
USR20126,2022-10-09,Female,Medan,37
USR20127,2023-07-02,Female,Jakarta,22
USR20128,2022-06-20,Male,Makassar,28
USR20129,2023-09-30,Male,Jakarta,53
USR20130,2022-12-21,Male,Surabaya,61
USR20131,2022-07-23,Male,Bandung,23
USR20132,2022-10-16,Male,Medan,24
USR20133,2023-04-07,Male,Surabaya,64
USR20134,2023-09-01,Female,Makassar,54
USR20135,2022-06-22,nan,Medan,23
USR20136,2022-10-28,Male,Surabaya,60
USR20137,2023-08-23,Female,Surabaya,50
USR20138,2023-06-13,Female,Jakarta,35
USR20139,2022-05-20,Female,Bandung,55
USR20140,2022-10-05,Male,Yogyakarta,30
USR20141,2023-10-25,nan,Medan,37
USR20142,2023-05-26,nan,Medan,49
USR20143,2022-12-12,nan,Yogyakarta,43
USR20144,2022-05-20,Female,Medan,33
USR20145,2022-04-24,Male,Surabaya,45
USR20146,2023-08-03,Male,Yogyakarta,45
USR20147,2023-05-22,nan,Bandung,31
USR20148,2023-01-01,Male,Medan,40
USR20149,2023-11-22,Male,Surabaya,31
USR20150,2023-09-29,Male,Bandung,25
USR20151,2023-02-01,Female,Surabaya,27
USR20152,2023-10-21,Female,Medan,17
USR20153,2022-04-21,nan,Jakarta,32
USR20154,2022-12-24,Female,Yogyakarta,60
USR20155,2022-08-26,Female,Yogyakarta,51
USR20156,2022-01-03,Female,Medan,43
USR20157,2023-12-24,Male,Makassar,42
USR20158,2023-02-08,Male,Makassar,40
USR20159,2022-01-25,Female,Jakarta,49
USR20160,2023-05-24,Female,Medan,40
USR20161,2023-11-27,Male,Medan,49
USR20162,2023-04-10,Male,Bandung,49
USR20163,2022-03-02,Female,Makassar,43
USR20164,2023-05-23,Male,Jakarta,19
USR20165,2022-05-03,Male,Bandung,43
USR20166,2023-05-12,Female,Surabaya,39
USR20167,2022-02-24,Male,Surabaya,46
USR20168,2022-06-12,Female,Bandung,33
USR20169,2023-11-30,Female,Jakarta,52
USR20170,2022-02-08,Female,Bandung,39
USR20171,2023-11-28,Female,Jakarta,45
USR20172,2022-03-24,Female,Medan,39
USR20173,2023-12-08,Male,Surabaya,24
USR20174,2023-06-30,nan,Yogyakarta,51
USR20175,2022-04-23,Male,Surabaya,35
USR20176,2023-03-01,Male,Bandung,22
USR20177,2022-08-18,Male,Makassar,54
USR20178,2022-10-10,nan,Bandung,20
USR20179,2022-10-14,Male,Medan,21
USR20180,2022-06-04,Male,Bandung,44
USR20181,2022-06-14,Male,Yogyakarta,59
USR20182,2022-07-01,Male,Jakarta,58
USR20183,2022-08-27,Female,Yogyakarta,38
USR20184,2023-10-11,Male,Medan,22
USR20185,2022-12-05,Female,Yogyakarta,22
USR20186,2023-05-27,Female,Surabaya,45
USR20187,2022-09-23,Female,Jakarta,59
USR20188,2022-07-06,Female,Bandung,63
USR20189,2022-02-09,Male,Makassar,55
USR20190,2023-05-08,Male,Yogyakarta,18
USR20191,2023-11-10,Female,Makassar,50
USR20192,2023-01-26,Female,Jakarta,59
USR20193,2022-09-17,Female,Bandung,16
USR20194,2023-10-17,Female,Makassar,55
USR20195,2023-12-17,Female,Yogyakarta,36
USR20196,2022-06-25,Male,Jakarta,35
USR20197,2022-11-25,Female,Yogyakarta,49
USR20198,2022-07-19,Male,Makassar,53
USR20199,2023-12-12,Female,Jakarta,46
USR20200,2022-07-15,Male,Jakarta,19
USR20201,2023-08-12,Male,Bandung,15
USR20202,2023-06-15,Female,Makassar,45
USR20203,2022-03-03,Male,Yogyakarta,61
USR20204,2022-11-23,Male,Yogyakarta,40
USR20205,2022-10-08,nan,Jakarta,40
USR20206,2022-08-15,Female,Surabaya,37
USR20207,2023-10-01,Female,Jakarta,55
USR20208,2022-02-27,Female,Jakarta,31
USR20209,2023-04-22,Female,Medan,49
USR20210,2023-01-11,Male,Jakarta,33
USR20211,2023-12-17,Male,Yogyakarta,59
USR20212,2022-08-31,Female,Bandung,17
USR20213,2023-01-02,Female,Bandung,62
USR20214,2023-05-15,Male,Jakarta,19
USR20215,2022-09-09,Male,Bandung,43
USR20216,2022-11-18,Male,Yogyakarta,39
USR20217,2023-01-11,Female,Yogyakarta,42
USR20218,2023-02-13,Male,Jakarta,43
USR20219,2023-12-12,Female,Bandung,57
USR20220,2023-05-03,nan,Surabaya,49
USR20221,2022-12-09,Female,Yogyakarta,63
USR20222,2022-08-28,nan,Jakarta,23
USR20223,2022-05-19,Male,Jakarta,24
USR20224,2022-05-02,Female,Surabaya,30
USR20225,2023-02-24,Female,Bandung,45
USR20226,2023-07-15,Male,Bandung,29
USR20227,2022-10-31,Male,Makassar,33
USR20228,2022-04-25,Female,Surabaya,57
USR20229,2022-12-09,Female,Yogyakarta,60
USR20230,2022-09-08,Female,Surabaya,34
USR20231,2022-01-07,Female,Medan,62
USR20232,2023-08-12,Female,Bandung,53
USR20233,2022-06-28,Male,Jakarta,31
USR20234,2022-05-25,Female,Surabaya,33
USR20235,2023-02-20,Female,Medan,49
USR20236,2023-10-28,Male,Bandung,57
USR20237,2022-05-01,nan,Jakarta,50
USR20238,2022-05-04,Female,Medan,51
USR20239,2022-05-30,Female,Surabaya,51
USR20240,2023-02-01,Female,Jakarta,44
USR20241,2023-01-16,nan,Jakarta,32
USR20242,2022-01-01,Male,Makassar,43
USR20243,2023-11-04,Female,Medan,56
USR20244,2022-09-01,Male,Jakarta,39
USR20245,2023-02-02,Male,Surabaya,23
USR20246,2022-09-08,Male,Jakarta,50
USR20247,2023-07-30,Female,Makassar,49
USR20248,2022-10-26,Female,Makassar,47
USR20249,2022-10-24,Female,Jakarta,18
USR20250,2023-05-15,Female,Bandung,64
USR20251,2022-04-25,nan,Jakarta,39
USR20252,2022-01-01,Female,Makassar,53
USR20253,2023-07-07,Male,Makassar,23
USR20254,2023-11-16,Male,Surabaya,64
USR20255,2023-08-23,Male,Surabaya,16
USR20256,2023-04-27,Male,Bandung,54
USR20257,2023-09-02,Male,Surabaya,39
USR20258,2023-08-23,Female,Yogyakarta,52
USR20259,2023-05-25,Male,Yogyakarta,28
USR20260,2022-12-01,Male,Jakarta,33
USR20261,2023-04-10,Male,Jakarta,61
USR20262,2022-05-21,Female,Yogyakarta,39
USR20263,2023-08-06,Female,Makassar,53
USR20264,2022-05-17,nan,Jakarta,63
USR20265,2023-09-03,Female,Makassar,57
USR20266,2023-10-25,Female,Jakarta,16
USR20267,2023-11-18,Female,Jakarta,24
USR20268,2022-06-16,Female,Jakarta,57
USR20269,2022-12-09,Female,Jakarta,17
USR20270,2023-02-14,Female,Surabaya,41
USR20271,2022-03-06,Female,Surabaya,55
USR20272,2023-08-04,nan,Makassar,44
USR20273,2022-03-08,Male,Medan,49
USR20274,2023-03-09,Male,Jakarta,32
USR20275,2022-02-19,Male,Makassar,41
USR20276,2022-11-10,Female,Makassar,33
USR20277,2022-11-05,Male,Jakarta,31
USR20278,2023-08-26,Male,Jakarta,18
USR20279,2022-04-25,Female,Yogyakarta,50
USR20280,2023-07-23,Female,Makassar,35
USR20281,2022-12-08,Female,Makassar,25
USR20282,2023-06-14,Male,Surabaya,30
USR20283,2023-10-04,Female,Surabaya,32
USR20284,2023-05-10,Female,Jakarta,31
USR20285,2022-09-26,Female,Yogyakarta,28
USR20286,2022-03-21,Female,Makassar,28
USR20287,2023-04-01,Male,Jakarta,55
USR20288,2022-10-26,Female,Bandung,48
USR20289,2022-07-21,Male,Yogyakarta,54
USR20290,2023-05-18,Male,Jakarta,16
USR20291,2023-11-02,Male,Yogyakarta,49
USR20292,2023-12-17,Female,Jakarta,30
USR20293,2023-10-11,Male,Makassar,50
USR20294,2023-04-30,Female,Makassar,56
USR20295,2023-08-08,Male,Yogyakarta,42
USR20296,2023-07-14,nan,Surabaya,26
USR20297,2022-01-18,Female,Medan,56
USR20298,2023-04-23,Female,Jakarta,43
USR20299,2023-05-03,Female,Surabaya,23
USR20300,2023-03-22,Male,Bandung,33
USR20301,2022-12-06,nan,Jakarta,18
USR20302,2023-06-15,Female,Yogyakarta,24
USR20303,2023-09-04,Female,Yogyakarta,23
USR20304,2022-04-26,Female,Medan,43
USR20305,2022-03-15,Female,Yogyakarta,58
USR20306,2022-09-26,Male,Bandung,40
USR20307,2023-09-29,Male,Jakarta,42
USR20308,2022-04-26,Female,Makassar,38
USR20309,2023-11-17,Male,Medan,45
USR20310,2023-11-24,Female,Yogyakarta,20
USR20311,2023-10-31,Male,Makassar,49
USR20312,2022-06-13,Male,Yogyakarta,59
USR20313,2023-08-06,Female,Bandung,27
USR20314,2022-08-10,Female,Surabaya,55
USR20315,2022-05-06,Female,Makassar,50
USR20316,2023-10-19,Male,Medan,43
USR20317,2022-06-25,Male,Makassar,60
USR20318,2023-10-26,nan,Surabaya,44
USR20319,2023-11-25,Male,Jakarta,28
USR20320,2023-01-10,Male,Yogyakarta,36
USR20321,2023-05-13,nan,Surabaya,42
USR20322,2022-03-26,Female,Bandung,29
USR20323,2023-01-18,Female,Jakarta,20
USR20324,2023-09-25,Male,Makassar,54
USR20325,2023-10-03,Male,Makassar,56
USR20326,2023-04-08,Male,Yogyakarta,62
USR20327,2023-03-27,Female,Surabaya,28
USR20328,2023-06-02,Male,Jakarta,58
USR20329,2023-11-26,Male,Surabaya,54
USR20330,2023-07-04,Male,Jakarta,42
USR20331,2022-04-26,Female,Surabaya,44
USR20332,2023-09-06,Female,Yogyakarta,44
USR20333,2022-01-08,Female,Medan,15
USR20334,2022-08-06,Male,Medan,22
USR20335,2023-12-20,Female,Jakarta,37
USR20336,2023-08-13,Female,Yogyakarta,51
USR20337,2023-02-08,Female,Jakarta,27
USR20338,2023-07-21,nan,Surabaya,59
USR20339,2022-10-31,Male,Medan,38
USR20340,2023-04-12,Female,Surabaya,36
USR20341,2022-03-29,Female,Makassar,15
USR20342,2022-01-10,Male,Jakarta,18
USR20343,2022-11-04,Male,Medan,59
USR20344,2023-03-10,nan,Makassar,34
USR20345,2022-06-13,Male,Jakarta,31
USR20346,2022-08-27,Female,Medan,24
USR20347,2022-11-13,Female,Makassar,63
USR20348,2023-10-18,Male,Surabaya,31
USR20349,2022-12-01,Male,Surabaya,57
USR20350,2022-01-18,Male,Medan,32
USR20351,2022-03-12,Male,Bandung,49
USR20352,2022-06-24,Female,Bandung,34
USR20353,2022-12-05,Female,Jakarta,27
USR20354,2022-09-05,Male,Jakarta,22
USR20355,2022-07-12,Male,Yogyakarta,49
USR20356,2023-02-23,Male,Yogyakarta,47
USR20357,2022-11-21,Male,Yogyakarta,33
USR20358,2022-11-02,Female,Makassar,58
USR20359,2022-07-23,Male,Makassar,39
USR20360,2022-05-03,Female,Yogyakarta,16
USR20361,2023-07-24,Male,Surabaya,20
USR20362,2023-03-23,Female,Bandung,49
USR20363,2023-12-14,Female,Jakarta,16
USR20364,2023-05-06,Female,Yogyakarta,22
USR20365,2023-03-09,Female,Bandung,22
USR20366,2023-09-16,Male,Makassar,50
USR20367,2022-05-08,Female,Bandung,60
USR20368,2023-07-02,Female,Surabaya,53
USR20369,2022-02-16,Female,Jakarta,56
USR20370,2023-05-20,Female,Surabaya,50
USR20371,2022-04-25,Male,Jakarta,35
USR20372,2023-02-20,Male,Surabaya,39
USR20373,2022-08-11,Female,Makassar,48
USR20374,2023-09-28,Male,Medan,45
USR20375,2023-05-18,nan,Yogyakarta,31
USR20376,2023-11-03,Female,Surabaya,44
USR20377,2022-04-06,Male,Surabaya,32
USR20378,2022-04-17,Male,Yogyakarta,43
USR20379,2023-09-24,Female,Bandung,60
USR20380,2023-09-05,Male,Makassar,36
USR20381,2023-09-07,Female,Medan,51
USR20382,2023-11-09,Male,Medan,33
USR20383,2023-11-29,Female,Jakarta,30
USR20384,2022-02-01,Male,Jakarta,18
USR20385,2023-05-08,Female,Medan,52
USR20386,2022-03-07,Male,Medan,50
USR20387,2022-06-28,Male,Yogyakarta,15
USR20388,2023-03-19,Male,Makassar,48
USR20389,2023-07-03,Male,Medan,45
USR20390,2022-07-20,Male,Jakarta,49
USR20391,2022-02-18,Male,Jakarta,59
USR20392,2023-11-11,Male,Bandung,25
USR20393,2022-09-20,Female,Medan,32
USR20394,2022-05-13,Female,Makassar,20
USR20395,2022-12-10,nan,Yogyakarta,58
USR20396,2022-06-25,Male,Surabaya,39
USR20397,2023-01-26,Male,Jakarta,57
USR20398,2022-01-11,Female,Surabaya,25
USR20399,2022-07-20,Male,Jakarta,49
USR20400,2022-01-03,Female,Makassar,28
USR20401,2022-08-02,nan,Surabaya,45
USR20402,2022-11-03,Female,Bandung,44
USR20403,2023-06-28,Female,Yogyakarta,35
USR20404,2023-07-14,Female,Makassar,63
USR20405,2022-11-23,Female,Jakarta,17
USR20406,2022-07-18,Female,Medan,35
USR20407,2023-08-24,Male,Yogyakarta,37
USR20408,2022-04-19,nan,Surabaya,24
USR20409,2022-10-18,Male,Medan,46
USR20410,2022-04-18,Male,Jakarta,48
USR20411,2023-02-12,nan,Surabaya,25
USR20412,2023-07-06,Female,Surabaya,41
USR20413,2022-02-21,Male,Yogyakarta,43
USR20414,2022-04-22,Male,Surabaya,17
USR20415,2022-10-22,Female,Makassar,38
USR20416,2023-08-03,Male,Makassar,41
USR20417,2022-07-08,Male,Makassar,30
USR20418,2023-12-22,nan,Makassar,29
USR20419,2022-03-06,Female,Yogyakarta,33
USR20420,2023-07-28,Female,Jakarta,61
USR20421,2023-04-10,Female,Bandung,42
USR20422,2022-09-15,Female,Jakarta,58
USR20423,2023-10-08,nan,Yogyakarta,20
USR20424,2023-09-26,Female,Surabaya,15
USR20425,2022-11-27,Female,Makassar,15
USR20426,2023-05-16,Female,Yogyakarta,52
USR20427,2023-11-14,nan,Surabaya,34
USR20428,2022-07-29,Female,Makassar,21
USR20429,2022-03-30,Female,Medan,42
USR20430,2023-11-10,Male,Medan,16
USR20431,2022-01-28,Male,Makassar,63
USR20432,2022-08-26,Male,Medan,19
USR20433,2022-12-02,Male,Yogyakarta,21
USR20434,2022-03-04,Male,Makassar,22
USR20435,2023-07-07,Male,Bandung,57
USR20436,2023-05-15,nan,Surabaya,63
USR20437,2023-06-25,Male,Jakarta,62
USR20438,2023-04-14,Female,Jakarta,42
USR20439,2023-08-15,Female,Yogyakarta,54
USR20440,2022-02-20,Male,Jakarta,39
USR20441,2022-04-22,Male,Makassar,60
USR20442,2022-10-28,Male,Makassar,37
USR20443,2022-03-31,Male,Yogyakarta,36
USR20444,2022-08-17,nan,Bandung,39
USR20445,2022-05-30,Female,Makassar,15
USR20446,2022-05-18,Female,Yogyakarta,47
USR20447,2022-05-15,Female,Yogyakarta,47
USR20448,2023-04-02,Male,Jakarta,59
USR20449,2023-08-24,Female,Medan,28
USR20450,2023-05-09,Female,Surabaya,15
USR20451,2023-06-11,nan,Makassar,53
USR20452,2022-11-29,Male,Jakarta,38
USR20453,2022-12-28,Male,Surabaya,26
USR20454,2022-06-23,Male,Surabaya,27
USR20455,2023-08-25,Male,Makassar,37
USR20456,2022-08-01,Female,Yogyakarta,18
USR20457,2022-12-09,Male,Makassar,48
USR20458,2022-03-02,Female,Makassar,52
USR20459,2022-03-02,Female,Yogyakarta,41
USR20460,2023-11-09,Male,Bandung,46
USR20461,2023-06-08,Male,Yogyakarta,57
USR20462,2022-08-04,nan,Jakarta,41
USR20463,2023-08-12,Female,Makassar,15
USR20464,2023-09-16,Female,Yogyakarta,26
USR20465,2023-08-01,Female,Surabaya,21
USR20466,2023-11-25,Male,Bandung,53
USR20467,2023-02-27,Male,Jakarta,21
USR20468,2023-12-17,Male,Medan,30
USR20469,2023-02-27,Female,Makassar,42
USR20470,2023-01-06,Female,Yogyakarta,60
USR20471,2022-07-25,Male,Makassar,64
USR20472,2022-10-13,Male,Medan,56
USR20473,2022-04-15,Female,Makassar,58
USR20474,2023-11-19,Female,Yogyakarta,48
USR20475,2023-12-24,nan,Yogyakarta,23
USR20476,2023-06-27,Male,Jakarta,55
USR20477,2022-08-30,Female,Bandung,51
USR20478,2023-05-06,Female,Yogyakarta,36
USR20479,2023-10-27,Female,Surabaya,64
USR20480,2023-12-09,Male,Medan,26
USR20481,2023-05-13,Male,Jakarta,21
USR20482,2023-03-11,Male,Jakarta,58
USR20483,2023-04-29,Female,Medan,40
USR20484,2023-03-23,Female,Bandung,51
USR20485,2023-01-19,Female,Bandung,20
USR20486,2023-05-25,Male,Surabaya,41
USR20487,2022-06-19,Male,Surabaya,41
USR20488,2022-11-19,Male,Surabaya,43
USR20489,2023-04-19,Female,Bandung,48
USR20490,2022-08-20,Female,Makassar,50
USR20491,2023-11-27,Male,Makassar,45
USR20492,2022-12-25,Female,Yogyakarta,43
USR20493,2022-10-02,Male,Makassar,36
USR20494,2022-02-01,Female,Medan,21
USR20495,2022-06-26,Male,Medan,23
USR20496,2022-03-06,Female,Medan,32
USR20497,2023-12-11,Female,Medan,26
USR20498,2022-01-27,Male,Bandung,33
USR20499,2023-10-25,Male,Medan,49
USR20500,2023-04-24,Male,Surabaya,17
USR20501,2022-09-25,Male,Medan,57
USR20502,2023-08-20,nan,Jakarta,46
USR20503,2022-03-07,Female,Makassar,22
USR20504,2022-05-13,Female,Jakarta,16
USR20505,2023-01-01,Female,Jakarta,24
USR20506,2022-03-23,Female,Yogyakarta,49
USR20507,2022-11-24,Male,Surabaya,25
USR20508,2022-04-08,Male,Bandung,42
USR20509,2023-08-08,Female,Surabaya,30
USR20510,2022-11-23,Female,Bandung,64
USR20511,2023-06-26,nan,Surabaya,55
USR20512,2022-05-05,Male,Bandung,51
USR20513,2022-07-29,Male,Medan,45
USR20514,2023-12-26,Female,Surabaya,41
USR20515,2022-05-13,Female,Jakarta,46
USR20516,2023-05-18,nan,Surabaya,62
USR20517,2022-06-06,Male,Jakarta,46
USR20518,2023-07-13,Male,Bandung,22
USR20519,2023-01-17,Male,Medan,17
USR20520,2022-01-22,Male,Medan,51
USR20521,2023-08-18,Male,Medan,28
USR20522,2023-02-23,Male,Jakarta,27
USR20523,2023-04-17,Female,Makassar,26
USR20524,2022-08-22,Female,Makassar,52
USR20525,2023-07-26,Male,Surabaya,32
USR20526,2023-03-30,Male,Makassar,17
USR20527,2023-12-01,nan,Makassar,19
USR20528,2023-07-24,Male,Makassar,23
USR20529,2022-06-11,Female,Makassar,19
USR20530,2022-10-28,Female,Jakarta,53
USR20531,2022-11-02,Male,Medan,61
USR20532,2022-01-02,Female,Bandung,29
USR20533,2022-09-28,Female,Jakarta,64
USR20534,2023-02-25,Male,Makassar,53
USR20535,2022-05-23,Female,Makassar,36
USR20536,2023-12-01,Female,Jakarta,45
USR20537,2023-11-23,Female,Bandung,35
USR20538,2023-06-19,Female,Medan,19
USR20539,2022-02-06,Male,Makassar,46
USR20540,2022-04-17,Male,Surabaya,25
USR20541,2022-10-24,Male,Yogyakarta,30
USR20542,2022-04-07,Male,Bandung,40
USR20543,2022-10-08,Male,Yogyakarta,46
USR20544,2022-04-20,Male,Yogyakarta,45
USR20545,2023-07-03,Male,Makassar,30
USR20546,2023-07-06,Male,Surabaya,46
USR20547,2023-08-20,Female,Jakarta,42
USR20548,2022-07-07,Male,Medan,17
USR20549,2023-05-03,Female,Surabaya,34
USR20550,2022-12-20,Female,Makassar,16
USR20551,2022-01-19,Female,Surabaya,30
USR20552,2023-01-28,Female,Jakarta,23
USR20553,2022-09-18,nan,Yogyakarta,64
USR20554,2023-02-14,Female,Makassar,63
USR20555,2023-02-07,Male,Yogyakarta,45
USR20556,2023-11-01,Male,Bandung,18
USR20557,2023-04-29,Female,Surabaya,35
USR20558,2022-10-31,Female,Bandung,21
USR20559,2023-09-16,Male,Jakarta,25
USR20560,2023-10-18,Female,Surabaya,41
USR20561,2022-01-18,Male,Medan,57
USR20562,2022-07-03,nan,Jakarta,16
USR20563,2023-02-09,Male,Surabaya,52
USR20564,2022-05-11,Female,Surabaya,45
USR20565,2023-04-24,nan,Medan,23
USR20566,2022-01-08,Female,Yogyakarta,36
USR20567,2023-12-06,Female,Yogyakarta,53
USR20568,2022-11-14,Female,Surabaya,35
USR20569,2023-01-26,Female,Surabaya,43
USR20570,2023-06-03,Male,Bandung,53
USR20571,2022-05-16,Female,Bandung,22
USR20572,2023-06-15,Male,Makassar,60
USR20573,2023-10-13,Male,Surabaya,48
USR20574,2023-01-02,Male,Jakarta,16
USR20575,2023-05-04,Female,Jakarta,38
USR20576,2023-11-20,Male,Surabaya,40
USR20577,2022-01-11,Female,Yogyakarta,48
USR20578,2023-07-07,Male,Makassar,53
USR20579,2023-03-22,Male,Bandung,59
USR20580,2022-04-24,nan,Bandung,54
USR20581,2023-11-23,Male,Yogyakarta,17
USR20582,2023-12-07,Male,Makassar,32
USR20583,2022-07-15,Male,Surabaya,50
USR20584,2022-11-19,Female,Makassar,19
USR20585,2023-05-27,Female,Jakarta,48
USR20586,2023-09-20,Female,Surabaya,36
USR20587,2023-10-24,Male,Surabaya,16
USR20588,2023-09-22,Female,Yogyakarta,60
USR20589,2022-06-14,Female,Makassar,21
USR20590,2022-09-09,Female,Makassar,44
USR20591,2022-02-13,Female,Medan,60
USR20592,2023-04-15,Female,Yogyakarta,35
USR20593,2023-05-04,Male,Medan,62
USR20594,2022-06-30,Male,Bandung,54
USR20595,2022-03-18,Female,Medan,42
USR20596,2023-01-09,Female,Bandung,48
USR20597,2023-09-20,Male,Jakarta,19
USR20598,2022-03-08,Female,Medan,46
USR20599,2023-06-09,Male,Makassar,34
USR20600,2022-04-02,Female,Bandung,30
USR20601,2023-10-13,Male,Yogyakarta,56
USR20602,2022-09-01,Female,Yogyakarta,61
USR20603,2022-12-07,Male,Bandung,43
USR20604,2022-10-31,Female,Jakarta,46
USR20605,2023-02-02,Female,Medan,19
USR20606,2023-12-04,Female,Makassar,19
USR20607,2023-03-24,Male,Bandung,19
USR20608,2022-04-07,Male,Jakarta,50
USR20609,2022-11-27,Male,Jakarta,30
USR20610,2022-07-24,Male,Medan,61
USR20611,2023-03-25,Male,Makassar,45
USR20612,2023-02-22,Female,Medan,19
USR20613,2023-10-11,nan,Bandung,38
USR20614,2022-03-18,Male,Yogyakarta,43
USR20615,2023-07-03,Male,Makassar,44
USR20616,2023-03-01,Female,Yogyakarta,52
USR20617,2023-03-05,Female,Medan,27
USR20618,2023-04-30,Male,Makassar,47
USR20619,2022-05-15,nan,Jakarta,22
USR20620,2023-10-16,Female,Yogyakarta,52
USR20621,2022-09-11,Female,Yogyakarta,53
USR20622,2023-07-14,Female,Jakarta,25
USR20623,2022-09-12,Male,Surabaya,49
USR20624,2023-10-08,Female,Jakarta,34
USR20625,2023-12-21,Male,Medan,15
USR20626,2023-05-14,Female,Jakarta,60
