order_id,courier_name,dispatch_date,delivery_date
ORD107043,SiCepat,2023-05-08,2023-05-13
ORD107044,SiCepat,2023-05-18,2023-05-23
ORD107045,GoTo Logistics,2023-07-19,2023-07-24
ORD107046,GoTo Logistics,2024-02-26,2024-02-29
ORD107047,GoTo Logistics,2022-06-03,2022-06-07
ORD107048,AnterAja,2023-02-04,2023-02-01
ORD107049,GoTo Logistics,2022-12-17,2022-12-23
ORD107050,JNE,2024-02-29,2024-03-02
ORD107051,GoTo Logistics,2024-02-06,2024-02-10
ORD107052,SiCepat,2023-12-12,2023-12-17
ORD107053,nan,2024-04-05,2024-04-06
ORD107054,GoTo Logistics,2022-10-12,2022-10-14
ORD107055,JNE,2022-12-19,2022-12-20
ORD107056,JNE,2024-08-12,2024-08-13
ORD107057,JNE,2024-09-15,2024-09-16
ORD107058,GoTo Logistics,2023-03-12,2023-03-17
ORD107059,AnterAja,2024-07-08,2024-07-14
ORD107060,nan,2023-10-06,2023-10-11
ORD107061,JNE,2022-11-28,2022-12-02
ORD107062,SiCepat,2023-09-10,2023-09-15
ORD107063,JNE,2023-12-05,2023-12-10
ORD107064,GoTo Logistics,2023-08-01,2023-08-02
ORD107065,GoTo Logistics,2024-07-19,2024-07-22
ORD107066,GoTo Logistics,2023-09-13,2023-09-14
ORD107067,AnterAja,2024-06-14,2024-06-18
ORD107068,GoTo Logistics,2023-02-16,2023-02-21
ORD107069,GoTo Logistics,2023-05-19,2023-05-24
ORD107070,SiCepat,2023-08-16,2023-08-22
ORD107071,GoTo Logistics,2023-07-23,2023-07-27
ORD107072,SiCepat,2022-11-08,2022-11-10
ORD107073,SiCepat,2023-08-04,2023-08-09
ORD107074,AnterAja,2024-02-26,2024-02-27
ORD107075,JNE,2022-12-12,2022-12-14
ORD107076,SiCepat,2023-05-11,2023-05-17
ORD107077,AnterAja,2022-12-27,2023-01-02
ORD107078,SiCepat,2022-08-02,2022-08-08
ORD107079,GoTo Logistics,2021-12-05,2021-12-10
ORD107080,GoTo Logistics,2022-08-14,2022-08-17
ORD107081,SiCepat,2023-11-09,2023-11-11
ORD107082,SiCepat,2024-06-16,2024-06-22
ORD107083,JNE,2022-10-16,2022-10-22
ORD107084,SiCepat,2023-12-21,2023-12-27
ORD107085,JNE,2023-05-06,2023-05-09
ORD107086,JNE,2023-03-17,2023-03-21
ORD107087,SiCepat,2023-07-29,2023-08-02
ORD107088,GoTo Logistics,2024-05-27,2024-05-30
ORD107089,SiCepat,2024-09-06,2024-09-07
ORD107090,nan,2023-09-24,2023-09-30
ORD107091,GoTo Logistics,2023-08-19,2023-08-20
ORD107092,GoTo Logistics,2023-12-04,2023-12-10
ORD107093,JNE,2023-03-30,2023-04-05
ORD107094,GoTo Logistics,2024-04-03,2024-04-08
ORD107095,GoTo Logistics,2022-09-07,2022-09-13
ORD107096,SiCepat,2022-12-07,2022-12-09
ORD107097,SiCepat,2023-07-03,2023-07-05
ORD107098,GoTo Logistics,2024-10-05,2024-10-07
ORD107099,JNE,2023-01-27,2023-01-29
ORD107100,GoTo Logistics,2023-04-03,2023-04-09
ORD107101,GoTo Logistics,2024-01-31,2024-02-01
ORD107102,GoTo Logistics,2023-09-18,2023-09-17
ORD107103,JNE,2023-04-06,2023-04-12
ORD107104,GoTo Logistics,2024-05-02,2024-05-08
ORD107105,AnterAja,2022-12-22,2022-12-27
ORD107106,SiCepat,2023-07-11,2023-07-15
ORD107107,SiCepat,2023-05-06,2023-05-12
ORD107108,GoTo Logistics,2023-09-16,2023-09-22
ORD107109,GoTo Logistics,2022-07-14,2022-07-19
ORD107110,JNE,2023-06-04,2023-06-07
ORD107111,JNE,2022-09-19,2022-09-25
ORD107112,JNE,2024-05-22,2024-05-28
ORD107113,SiCepat,2023-05-19,2023-05-24
ORD107114,GoTo Logistics,2022-07-01,2022-07-02
ORD107115,GoTo Logistics,2022-08-26,2022-08-28
ORD107116,SiCepat,2022-03-16,2022-03-19
ORD107117,SiCepat,2023-07-20,2023-07-21
ORD107118,JNE,2023-01-17,2023-01-21
ORD107119,JNE,2023-10-27,2023-10-31
ORD107120,SiCepat,2024-05-01,2024-05-02
ORD107121,SiCepat,2024-02-25,2024-02-27
ORD107122,JNE,2022-10-05,2022-10-09
ORD107123,JNE,2023-06-10,2023-06-14
ORD107124,SiCepat,2023-08-17,2023-08-20
ORD107125,JNE,2024-05-30,2024-06-01
ORD107126,GoTo Logistics,2022-12-13,2022-12-17
ORD107127,SiCepat,2023-12-23,2023-12-27
ORD107128,GoTo Logistics,2022-06-22,2022-06-25
ORD107129,GoTo Logistics,2022-05-17,2022-05-22
ORD107130,GoTo Logistics,2023-09-23,2023-09-25
ORD107131,JNE,2022-08-17,2022-08-19
ORD107132,JNE,2022-10-20,2022-10-25
ORD107133,GoTo Logistics,2023-11-12,2023-11-17
ORD107134,GoTo Logistics,2023-01-17,2023-01-22
ORD107135,GoTo Logistics,2023-07-03,2023-07-08
ORD107136,JNE,2023-06-11,2023-06-12
ORD107137,nan,2022-06-23,2022-06-25
ORD107138,GoTo Logistics,2023-11-02,2023-11-05
ORD107139,SiCepat,2023-09-12,2023-09-18
ORD107140,GoTo Logistics,2023-03-24,2023-03-26
ORD107141,JNE,2024-01-05,2024-01-10
ORD107142,JNE,2023-07-15,2023-07-16
ORD107143,GoTo Logistics,2023-05-01,2023-05-02
ORD107144,JNE,2024-09-29,2024-10-05
ORD107145,JNE,2024-04-19,2024-04-24
ORD107146,GoTo Logistics,2022-07-20,2022-07-24
ORD107147,SiCepat,2023-07-25,2023-07-23
ORD107148,JNE,2023-04-18,2023-04-15
ORD107149,GoTo Logistics,2024-02-07,2024-02-10
ORD107150,nan,2023-09-09,2023-09-14
ORD107151,GoTo Logistics,2024-09-16,2024-09-21
ORD107152,JNE,2023-03-24,2023-03-26
ORD107153,SiCepat,2024-04-20,2024-04-21
ORD107154,GoTo Logistics,2022-10-23,2022-10-26
ORD107155,nan,2024-06-21,2024-06-24
ORD107156,GoTo Logistics,2022-12-04,2022-12-05
ORD107157,GoTo Logistics,2024-05-24,2024-05-26
ORD107158,SiCepat,2023-10-06,2023-10-12
ORD107159,JNE,2022-07-21,2022-07-22
ORD107160,GoTo Logistics,2024-03-07,2024-03-10
ORD107161,GoTo Logistics,2022-09-03,2022-09-05
ORD107162,GoTo Logistics,2024-07-09,2024-07-11
ORD107163,JNE,2022-06-17,2022-06-13
ORD107164,JNE,2024-01-20,2024-01-23
ORD107165,GoTo Logistics,2023-12-07,2023-12-10
ORD107166,AnterAja,2023-10-18,2023-10-20
ORD107167,JNE,2023-06-15,2023-06-18
ORD107168,GoTo Logistics,2022-08-11,2022-08-13
ORD107169,SiCepat,2024-07-06,2024-07-08
ORD107170,JNE,2022-08-27,2022-09-02
ORD107171,AnterAja,2024-05-25,2024-05-26
ORD107172,GoTo Logistics,2023-05-04,2023-05-05
ORD107173,GoTo Logistics,2022-09-12,2022-09-18
ORD107174,JNE,2023-01-02,2023-01-03
ORD107175,GoTo Logistics,2024-06-13,2024-06-15
ORD107176,GoTo Logistics,2022-08-15,2022-08-21
ORD107177,SiCepat,2022-09-11,2022-09-13
ORD107178,JNE,2023-11-04,2023-11-07
ORD107179,GoTo Logistics,2022-07-03,2022-07-08
ORD107180,JNE,2022-05-31,2022-06-06
ORD107181,SiCepat,2022-11-12,2022-11-14
ORD107182,AnterAja,2024-02-24,2024-02-25
ORD107183,JNE,2024-08-13,2024-08-19
ORD107184,JNE,2022-10-20,2022-10-25
ORD107185,SiCepat,2024-01-01,2024-01-03
ORD107186,JNE,2023-08-03,2023-08-06
ORD107187,SiCepat,2023-07-22,2023-07-26
ORD107188,JNE,2022-11-06,2022-11-10
ORD107189,GoTo Logistics,2023-01-29,2023-01-31
ORD107190,GoTo Logistics,2023-09-15,2023-09-20
ORD107191,JNE,2022-10-09,2022-10-15
ORD107192,JNE,2023-02-19,2023-02-22
ORD107193,GoTo Logistics,2022-12-04,2022-12-05
ORD107194,JNE,2022-09-21,2022-09-26
ORD107195,JNE,2022-06-30,2022-07-06
ORD107196,GoTo Logistics,2023-08-22,2023-08-23
ORD107197,JNE,2022-04-06,2022-04-12
ORD107198,nan,2023-05-16,2023-05-18
ORD107199,JNE,2024-09-04,2024-09-09
ORD107200,JNE,2023-05-05,2023-05-06
ORD107201,SiCepat,2022-07-31,2022-08-03
ORD107202,GoTo Logistics,2022-12-19,2022-12-21
ORD107203,GoTo Logistics,2022-11-13,2022-11-14
ORD107204,AnterAja,2023-11-04,2023-11-05
ORD107205,JNE,2023-03-31,2023-04-02
ORD107206,GoTo Logistics,2023-11-01,2023-11-02
ORD107207,JNE,2022-12-10,2022-12-12
ORD107208,GoTo Logistics,2022-10-21,2022-10-27
ORD107209,SiCepat,2023-08-08,2023-08-10
ORD107210,GoTo Logistics,2024-08-24,2024-08-29
ORD107211,AnterAja,2022-08-11,2022-08-12
ORD107212,JNE,2022-10-12,2022-10-18
ORD107213,GoTo Logistics,2023-08-23,2023-08-28
ORD107214,JNE,2022-10-20,2022-10-24
ORD107215,JNE,2023-07-20,2023-07-23
ORD107216,nan,2023-08-26,2023-09-01
ORD107217,GoTo Logistics,2023-10-23,2023-10-27
ORD107218,JNE,2022-08-26,2022-08-30
ORD107219,GoTo Logistics,2023-01-02,2023-01-06
ORD107220,GoTo Logistics,2023-08-17,2023-08-20
ORD107221,AnterAja,2023-07-14,2023-07-18
ORD107222,SiCepat,2023-08-09,2023-08-14
ORD107223,JNE,2023-10-05,2023-10-09
ORD107224,GoTo Logistics,2023-06-12,2023-06-16
ORD107225,SiCepat,2022-11-10,2022-11-11
ORD107226,GoTo Logistics,2022-12-05,2022-12-08
ORD107227,GoTo Logistics,2023-08-23,2023-08-28
ORD107228,SiCepat,2023-04-09,2023-04-10
ORD107229,SiCepat,2022-02-16,2022-02-20
ORD107230,GoTo Logistics,2022-07-11,2022-07-15
ORD107231,GoTo Logistics,2024-04-04,2024-04-08
ORD107232,GoTo Logistics,2023-05-04,2023-05-10
ORD107233,GoTo Logistics,2023-10-18,2023-10-20
ORD107234,SiCepat,2022-12-18,2022-12-20
ORD107235,JNE,2024-02-17,2024-02-23
ORD107236,GoTo Logistics,2024-04-21,2024-04-24
ORD107237,GoTo Logistics,2023-07-08,2023-07-14
ORD107238,GoTo Logistics,2022-10-29,2022-11-04
ORD107239,JNE,2022-04-14,2022-04-17
ORD107240,JNE,2023-08-28,2023-09-03
ORD107241,JNE,2022-07-27,2022-08-02
ORD107242,JNE,2022-09-01,2022-09-05
ORD107243,JNE,2023-01-06,2023-01-08
ORD107244,GoTo Logistics,2023-10-26,2023-10-31
ORD107245,JNE,2023-04-19,2023-04-23
ORD107246,AnterAja,2024-05-09,2024-05-12
ORD107247,JNE,2022-06-30,2022-07-04
ORD107248,GoTo Logistics,2023-09-29,2023-10-05
ORD107249,JNE,2023-07-27,2023-08-01
ORD107250,SiCepat,2023-01-02,2023-01-05
ORD107251,JNE,2023-01-05,2023-01-10
ORD107252,JNE,2024-02-08,2024-02-11
ORD107253,SiCepat,2023-07-03,2023-07-06
ORD107254,AnterAja,2022-07-06,2022-07-11
ORD107255,nan,2022-11-06,2022-11-11
ORD107256,GoTo Logistics,2023-08-05,2023-08-09
ORD107257,GoTo Logistics,2024-04-18,2024-04-19
ORD107258,GoTo Logistics,2023-08-25,2023-08-26
ORD107259,GoTo Logistics,2024-01-06,2024-01-10
ORD107260,SiCepat,2023-05-12,2023-05-13
ORD107261,GoTo Logistics,2023-09-25,2023-09-29
ORD107262,GoTo Logistics,2024-01-01,2024-01-06
ORD107263,GoTo Logistics,2022-03-27,2022-03-24
ORD107264,AnterAja,2023-08-20,2023-08-23
ORD107265,nan,2024-05-22,2024-05-28
ORD107266,SiCepat,2023-06-11,2023-06-15
ORD107267,GoTo Logistics,2024-03-25,2024-03-30
ORD107268,JNE,2022-10-22,2022-10-24
ORD107269,GoTo Logistics,2024-05-04,2024-05-07
ORD107270,JNE,2024-11-02,2024-11-07
ORD107271,GoTo Logistics,2023-01-09,2023-01-15
ORD107272,SiCepat,2024-04-02,2024-04-07
ORD107273,GoTo Logistics,2024-06-18,2024-06-19
ORD107274,JNE,2023-04-12,2023-04-17
ORD107275,SiCepat,2022-10-26,2022-10-28
ORD107276,SiCepat,2024-05-10,2024-05-15
ORD107277,AnterAja,2024-03-31,2024-04-03
ORD107278,JNE,2022-09-04,2022-09-09
ORD107279,GoTo Logistics,2022-10-02,2022-10-08
ORD107280,GoTo Logistics,2022-06-30,2022-07-04
ORD107281,GoTo Logistics,2024-03-28,2024-04-03
ORD107282,GoTo Logistics,2024-08-18,2024-08-22
ORD107283,JNE,2023-07-02,2023-07-08
ORD107284,GoTo Logistics,2022-07-24,2022-07-30
ORD107285,JNE,2022-07-19,2022-07-24
ORD107286,GoTo Logistics,2023-03-26,2023-03-29
ORD107287,AnterAja,2023-11-03,2023-11-04
ORD107288,JNE,2022-12-21,2022-12-27
ORD107289,GoTo Logistics,2023-01-03,2023-01-06
ORD107290,SiCepat,2023-08-21,2023-08-26
ORD107291,SiCepat,2023-09-16,2023-09-19
ORD107292,JNE,2023-03-04,2023-03-08
ORD107293,AnterAja,2024-01-21,2024-01-22
ORD107294,JNE,2023-04-09,2023-04-14
ORD107295,JNE,2024-02-18,2024-02-22
ORD107296,GoTo Logistics,2022-08-26,2022-08-30
ORD107297,nan,2022-06-19,2022-06-23
ORD107298,GoTo Logistics,2023-12-24,2023-12-26
ORD107299,GoTo Logistics,2023-03-24,2023-03-26
ORD107300,SiCepat,2023-01-29,2023-01-30
ORD107301,JNE,2023-08-17,2023-08-23
ORD107302,GoTo Logistics,2022-12-25,2022-12-26
ORD107303,GoTo Logistics,2024-05-05,2024-05-11
ORD107304,JNE,2023-02-02,2023-02-05
ORD107305,nan,2022-06-23,2022-06-28
ORD107306,SiCepat,2023-10-28,2023-11-01
ORD107307,GoTo Logistics,2024-03-24,2024-03-27
ORD107308,GoTo Logistics,2023-08-21,2023-08-22
ORD107309,AnterAja,2024-08-18,2024-08-24
ORD107310,nan,2023-03-07,2023-03-08
ORD107311,GoTo Logistics,2023-04-19,2023-04-22
ORD107312,JNE,2023-04-10,2023-04-14
ORD107313,SiCepat,2023-03-25,2023-03-24
ORD107314,AnterAja,2024-01-01,2024-01-04
ORD107315,SiCepat,2023-10-17,2023-10-21
ORD107316,GoTo Logistics,2023-12-20,2023-12-24
ORD107317,GoTo Logistics,2023-10-19,2023-10-20
ORD107318,GoTo Logistics,2024-03-04,2024-03-09
ORD107319,GoTo Logistics,2023-08-15,2023-08-17
ORD107320,GoTo Logistics,2023-10-13,2023-10-18
ORD107321,GoTo Logistics,2024-04-04,2024-04-05
ORD107322,AnterAja,2023-02-19,2023-02-22
ORD107323,GoTo Logistics,2021-12-05,2021-12-08
ORD107324,SiCepat,2023-08-18,2023-08-23
ORD107325,SiCepat,2022-06-20,2022-06-26
ORD107326,JNE,2023-05-14,2023-05-20
ORD107327,AnterAja,2023-07-29,2023-07-31
ORD107328,GoTo Logistics,2024-01-07,2024-01-13
ORD107329,JNE,2023-10-17,2023-10-18
ORD107330,GoTo Logistics,2022-11-21,2022-11-22
ORD107331,SiCepat,2024-06-19,2024-06-21
ORD107332,SiCepat,2023-03-25,2023-03-31
ORD107333,GoTo Logistics,2023-04-18,2023-04-20
ORD107334,GoTo Logistics,2024-03-02,2024-03-05
ORD107335,GoTo Logistics,2023-11-02,2023-11-06
ORD107336,SiCepat,2024-04-29,2024-05-01
ORD107337,GoTo Logistics,2023-08-27,2023-08-28
ORD107338,JNE,2022-07-23,2022-07-27
ORD107339,AnterAja,2023-10-20,2023-10-25
ORD107340,SiCepat,2022-09-25,2022-09-27
ORD107341,GoTo Logistics,2023-10-20,2023-10-26
ORD107342,GoTo Logistics,2024-02-02,2024-02-05
ORD107343,AnterAja,2022-05-29,2022-05-30
ORD107344,AnterAja,2022-10-25,2022-10-29
ORD107345,JNE,2023-07-30,2023-07-31
ORD107346,GoTo Logistics,2023-11-29,2023-12-04
ORD107347,GoTo Logistics,2024-02-05,2024-02-10
ORD107348,GoTo Logistics,2024-02-27,2024-03-02
ORD107349,SiCepat,2024-02-13,2024-02-14
ORD107350,GoTo Logistics,2023-12-08,2023-12-11
ORD107351,SiCepat,2024-02-08,2024-02-14
ORD107352,JNE,2022-11-17,2022-11-22
ORD107353,SiCepat,2024-04-20,2024-04-22
ORD107354,GoTo Logistics,2024-05-27,2024-06-01
ORD107355,GoTo Logistics,2023-07-08,2023-07-09
ORD107356,GoTo Logistics,2024-01-22,2024-01-25
ORD107357,GoTo Logistics,2024-10-01,2024-10-02
ORD107358,JNE,2024-01-01,2024-01-05
ORD107359,GoTo Logistics,2024-01-18,2024-01-19
ORD107360,SiCepat,2023-10-29,2023-10-31
ORD107361,JNE,2022-07-28,2022-08-01
ORD107362,SiCepat,2022-07-15,2022-07-21
ORD107363,JNE,2023-01-13,2023-01-18
ORD107364,GoTo Logistics,2024-08-20,2024-08-25
ORD107365,JNE,2023-09-13,2023-09-17
ORD107366,GoTo Logistics,2023-04-08,2023-04-13
ORD107367,JNE,2022-11-13,2022-11-19
ORD107368,SiCepat,2022-02-08,2022-02-11
ORD107369,SiCepat,2022-10-11,2022-10-16
ORD107370,JNE,2022-01-03,2022-01-06
ORD107371,JNE,2022-03-05,2022-03-08
ORD107372,nan,2022-12-20,2022-12-26
ORD107373,JNE,2024-01-17,2024-01-22
ORD107374,SiCepat,2023-03-12,2023-03-13
ORD107375,nan,2022-11-20,2022-11-26
ORD107376,JNE,2023-05-29,2023-06-04
ORD107377,SiCepat,2022-08-27,2022-08-29
ORD107378,GoTo Logistics,2023-07-11,2023-07-14
ORD107379,JNE,2023-11-19,2023-11-25
ORD107380,GoTo Logistics,2023-08-24,2023-08-27
ORD107381,SiCepat,2023-12-12,2023-12-13
ORD107382,JNE,2024-10-30,2024-11-03
ORD107383,SiCepat,2024-04-12,2024-04-13
ORD107384,SiCepat,2024-05-19,2024-05-23
ORD107385,AnterAja,2024-09-15,2024-09-18
ORD107386,GoTo Logistics,2023-03-08,2023-03-14
ORD107387,SiCepat,2023-05-29,2023-06-01
ORD107388,GoTo Logistics,2023-05-30,2023-06-03
ORD107389,GoTo Logistics,2023-01-30,2023-02-02
ORD107390,nan,2023-07-10,2023-07-16
ORD107391,SiCepat,2024-07-11,2024-07-13
ORD107392,AnterAja,2022-08-20,2022-08-25
ORD107393,GoTo Logistics,2023-09-18,2023-09-24
ORD107394,JNE,2023-10-23,2023-10-29
ORD107395,GoTo Logistics,2023-11-23,2023-11-28
ORD107396,AnterAja,2023-06-04,2023-06-09
ORD107397,AnterAja,2023-12-02,2023-12-04
ORD107398,GoTo Logistics,2022-07-01,2022-07-07
ORD107399,nan,2023-09-23,2023-09-25
ORD107400,GoTo Logistics,2023-04-10,2023-04-14
ORD107401,JNE,2023-05-08,2023-05-13
ORD107402,JNE,2023-05-06,2023-05-11
ORD107403,GoTo Logistics,2023-02-03,2023-02-04
ORD107404,AnterAja,2024-02-28,2024-03-05
ORD107405,GoTo Logistics,2022-07-23,2022-07-25
ORD107406,JNE,2023-07-06,2023-07-09
ORD107407,JNE,2024-06-30,2024-07-01
ORD107408,JNE,2022-06-02,2022-06-04
ORD107409,GoTo Logistics,2024-05-23,2024-05-24
ORD107410,GoTo Logistics,2022-10-11,2022-10-13
ORD107411,JNE,2024-03-31,2024-04-02
ORD107412,SiCepat,2023-08-17,2023-08-23
ORD107413,AnterAja,2022-02-04,2022-02-07
ORD107414,GoTo Logistics,2024-09-15,2024-09-20
ORD107415,GoTo Logistics,2024-04-14,2024-04-15
ORD107416,JNE,2024-05-29,2024-06-01
ORD107417,JNE,2023-11-24,2023-11-26
ORD107418,SiCepat,2024-05-17,2024-05-21
ORD107419,JNE,2022-08-21,2022-08-23
ORD107420,SiCepat,2023-01-23,2023-01-27
ORD107421,nan,2023-03-19,2023-03-23
ORD107422,GoTo Logistics,2024-05-25,2024-05-27
ORD107423,GoTo Logistics,2023-03-10,2023-03-16
ORD107424,GoTo Logistics,2024-07-02,2024-07-08
ORD107425,nan,2023-02-02,2023-02-07
ORD107426,GoTo Logistics,2023-12-20,2023-12-24
ORD107427,SiCepat,2023-09-24,2023-09-25
ORD107428,GoTo Logistics,2023-05-27,2023-05-30
ORD107429,GoTo Logistics,2022-12-25,2022-12-31
ORD107430,JNE,2023-01-18,2023-01-20
ORD107431,JNE,2024-04-10,2024-04-13
ORD107432,SiCepat,2023-03-20,2023-03-24
ORD107433,SiCepat,2024-04-17,2024-04-18
ORD107434,SiCepat,2023-12-14,2023-12-15
ORD107435,GoTo Logistics,2022-11-25,2022-11-27
ORD107436,JNE,2022-10-28,2022-10-30
ORD107437,AnterAja,2022-09-19,2022-09-25
ORD107438,JNE,2023-04-20,2023-04-21
ORD107439,JNE,2024-07-05,2024-07-07
ORD107440,JNE,2023-03-12,2023-03-13
ORD107441,AnterAja,2024-06-29,2024-07-05
ORD107442,GoTo Logistics,2022-09-20,2022-09-25
ORD107443,JNE,2023-08-30,2023-08-31
ORD107444,GoTo Logistics,2024-02-21,2024-02-26
ORD107445,GoTo Logistics,2023-09-02,2023-09-08
ORD107446,JNE,2024-05-23,2024-05-25
ORD107447,JNE,2024-01-16,2024-01-20
ORD107448,SiCepat,2024-08-01,2024-08-04
ORD107449,GoTo Logistics,2024-09-05,2024-09-07
ORD107450,SiCepat,2022-07-03,2022-07-07
ORD107451,GoTo Logistics,2023-06-18,2023-06-23
ORD107452,SiCepat,2023-03-26,2023-04-01
ORD107453,JNE,2024-08-30,2024-08-31
ORD107454,GoTo Logistics,2023-09-16,2023-09-18
ORD107455,GoTo Logistics,2022-11-05,2022-11-09
ORD107456,AnterAja,2023-08-21,2023-08-25
ORD107457,GoTo Logistics,2024-01-19,2024-01-20
ORD107458,SiCepat,2024-08-03,2024-08-05
ORD107459,GoTo Logistics,2024-04-19,2024-04-20
ORD107460,GoTo Logistics,2023-10-08,2023-10-10
ORD107461,GoTo Logistics,2023-07-13,2023-07-19
ORD107462,JNE,2023-01-24,2023-01-25
ORD107463,SiCepat,2023-05-07,2023-05-11
ORD107464,GoTo Logistics,2023-05-07,2023-05-10
ORD107465,SiCepat,2022-06-23,2022-06-29
ORD107466,SiCepat,2024-04-04,2024-04-10
ORD107467,GoTo Logistics,2023-03-14,2023-03-17
ORD107468,SiCepat,2023-03-27,2023-04-01
ORD107469,GoTo Logistics,2023-01-21,2023-01-25
ORD107470,GoTo Logistics,2022-08-18,2022-08-21
ORD107471,GoTo Logistics,2024-04-02,2024-04-08
ORD107472,SiCepat,2022-08-05,2022-08-06
ORD107473,nan,2023-08-25,2023-08-28
ORD107474,GoTo Logistics,2023-08-24,2023-08-26
ORD107475,GoTo Logistics,2023-03-17,2023-03-21
ORD107476,GoTo Logistics,2023-11-27,2023-11-30
ORD107477,GoTo Logistics,2023-05-18,2023-05-17
ORD107478,JNE,2023-04-13,2023-04-17
ORD107479,AnterAja,2022-06-16,2022-06-17
ORD107480,AnterAja,2022-07-17,2022-07-23
ORD107481,GoTo Logistics,2024-09-04,2024-09-08
ORD107482,AnterAja,2022-08-08,2022-08-13
ORD107483,GoTo Logistics,2024-03-20,2024-03-23
ORD107484,nan,2023-08-18,2023-08-20
ORD107485,GoTo Logistics,2021-11-15,2021-11-18
ORD107486,GoTo Logistics,2023-08-18,2023-08-20
ORD107487,GoTo Logistics,2023-06-27,2023-06-29
ORD107488,GoTo Logistics,2022-05-20,2022-05-26
ORD107489,GoTo Logistics,2022-09-23,2022-09-29
ORD107490,JNE,2022-04-17,2022-04-19
ORD107491,nan,2022-12-21,2022-12-22
ORD107492,JNE,2023-01-07,2023-01-13
ORD107493,SiCepat,2024-05-19,2024-05-22
ORD107494,JNE,2022-03-25,2022-03-31
ORD107495,JNE,2024-01-12,2024-01-16
ORD107496,JNE,2023-01-15,2023-01-17
ORD107497,GoTo Logistics,2024-01-15,2024-01-20
ORD107498,JNE,2023-03-01,2023-03-02
ORD107499,AnterAja,2023-11-02,2023-11-03
ORD107500,GoTo Logistics,2024-04-26,2024-04-28
ORD107501,SiCepat,2024-03-13,2024-03-16
ORD107502,JNE,2024-09-21,2024-09-26
ORD107503,GoTo Logistics,2024-01-01,2024-01-05
ORD107504,SiCepat,2023-08-31,2023-09-03
ORD107505,GoTo Logistics,2023-02-24,2023-02-27
ORD107506,JNE,2022-11-30,2022-12-05
ORD107507,AnterAja,2024-06-26,2024-06-29
ORD107508,GoTo Logistics,2023-04-06,2023-04-12
ORD107509,GoTo Logistics,2024-02-12,2024-02-15
ORD107510,GoTo Logistics,2024-01-02,2024-01-04
ORD107511,SiCepat,2023-10-11,2023-10-12
ORD107512,SiCepat,2024-08-18,2024-08-20
ORD107513,AnterAja,2023-10-27,2023-10-31
ORD107514,JNE,2023-07-18,2023-07-23
ORD107515,SiCepat,2022-05-23,2022-05-26
ORD107516,JNE,2023-12-12,2023-12-14
ORD107517,SiCepat,2023-06-24,2023-06-30
ORD107518,SiCepat,2024-09-01,2024-09-04
ORD107519,SiCepat,2023-02-09,2023-02-12
ORD107520,GoTo Logistics,2023-07-17,2023-07-21
ORD107521,nan,2022-12-14,2022-12-17
ORD107522,AnterAja,2023-09-07,2023-09-08
ORD107523,JNE,2023-02-12,2023-02-13
ORD107524,JNE,2023-08-28,2023-09-02
ORD107525,GoTo Logistics,2022-12-30,2023-01-04
ORD107526,JNE,2024-01-14,2024-01-16
ORD107527,nan,2023-06-09,2023-06-15
ORD107528,SiCepat,2022-11-21,2022-11-23
ORD107529,GoTo Logistics,2024-01-08,2024-01-07
ORD107530,GoTo Logistics,2023-10-03,2023-10-04
ORD107531,JNE,2023-04-17,2023-04-21
ORD107532,GoTo Logistics,2023-05-14,2023-05-17
ORD107533,JNE,2023-01-21,2023-01-25
ORD107534,SiCepat,2023-09-23,2023-09-25
ORD107535,JNE,2023-05-17,2023-05-23
ORD107536,GoTo Logistics,2022-08-31,2022-09-02
ORD107537,GoTo Logistics,2023-12-20,2023-12-25
ORD107538,nan,2022-07-27,2022-07-30
ORD107539,SiCepat,2023-11-11,2023-11-17
ORD107540,GoTo Logistics,2024-02-12,2024-02-17
ORD107541,JNE,2022-10-21,2022-10-24
ORD107542,nan,2023-05-30,2023-06-02
ORD107543,JNE,2024-03-15,2024-03-17
ORD107544,JNE,2024-01-07,2024-01-13
ORD107545,AnterAja,2022-01-30,2022-01-29
ORD107546,JNE,2022-09-20,2022-09-24
ORD107547,GoTo Logistics,2023-07-28,2023-07-29
ORD107548,GoTo Logistics,2023-02-24,2023-02-27
ORD107549,GoTo Logistics,2022-12-19,2022-12-21
ORD107550,JNE,2023-04-27,2023-05-01
ORD107551,nan,2022-12-07,2022-12-11
ORD107552,AnterAja,2022-11-11,2022-11-16
ORD107553,JNE,2023-09-14,2023-09-17
ORD107554,JNE,2024-03-02,2024-03-04
ORD107555,SiCepat,2023-02-22,2023-02-28
ORD107556,SiCepat,2023-10-14,2023-10-16
ORD107557,JNE,2024-04-05,2024-04-11
ORD107558,GoTo Logistics,2023-07-08,2023-07-12
ORD107559,JNE,2023-10-16,2023-10-21
ORD107560,AnterAja,2023-04-14,2023-04-19
ORD107561,nan,2022-09-17,2022-09-18
ORD107562,SiCepat,2022-10-08,2022-10-12
ORD107563,AnterAja,2022-04-16,2022-04-18
ORD107564,JNE,2024-08-24,2024-08-28
ORD107565,GoTo Logistics,2022-09-05,2022-09-08
ORD107566,SiCepat,2023-08-26,2023-08-31
ORD107567,JNE,2023-04-07,2023-04-12
ORD107568,JNE,2023-03-10,2023-03-16
ORD107569,SiCepat,2023-11-02,2023-11-04
ORD107570,SiCepat,2023-08-13,2023-08-18
