order_id,user_id,order_date,payment_method,promo_amount,total_amount
ORD145959,USR32282,2023-08-24,ovo,0,1927832
ORD145960,USR15592,2023-05-21,Mandiri VA,0,1769317
ORD145961,USR04479,2022-06-17,bca va,10000,1379350
ORD145962,USR44369,2023-01-12,COD,0,206567
ORD145963,USR18944,2023-11-08,GO-PAY,0,1827339
ORD145964,USR24366,2023-01-31,GO-PAY,0,322159
ORD145965,USR40067,2024-01-13,BCA Virtual Account,0,902339
ORD145966,USR12141,2023-06-13,OVO,10000,1787201
ORD145967,USR33144,2023-02-23,BCA Virtual Account,0,525925
ORD145968,USR46729,2023-02-14,Mandiri VA,0,549737
ORD145969,USR04531,2024-02-13,ovo,0,1037592
ORD145970,USR30293,2022-12-17,OVO,0,1952408
ORD145971,USR40559,2024-04-11,OVO,10000,1709522
ORD145972,USR23327,2023-08-28,GO-PAY,10000,225332
ORD145973,USR19329,2022-08-09,COD,0,1967362
ORD145974,USR11434,2023-02-09,GO-PAY,0,974886
ORD145975,USR21700,2023-11-30,BCA Virtual Account,0,977394
ORD145976,USR26424,2023-07-31,COD,20000,81528
ORD145977,USR19493,2023-02-26,GoPay,0,1494727
ORD145978,USR03607,2022-12-24,ovo,0,1673253
ORD145979,USR12929,2023-01-16,OVO,20000,1910128
ORD145980,USR23288,2022-12-19,bca va,0,563239
ORD145981,USR21332,2023-11-09,OVO,0,509237
ORD145982,USR31248,2023-09-09,gopay,0,1394189
ORD145983,USR36461,2023-07-29,GO-PAY,0,1865458
ORD145984,USR03712,2023-08-19,GoPay,0,1589449
ORD145985,USR22370,2023-09-03,ovo,0,1483402
ORD145986,USR45592,2023-03-27,BCA Virtual Account,0,609980
ORD145987,USR48252,2023-06-20,Mandiri VA,0,1381033
ORD145988,USR20036,2024-06-30,COD,0,949491
ORD145989,USR15629,2023-06-04,COD,20000,227072
ORD145990,USR10914,2023-05-16,GO-PAY,0,853878
ORD145991,USR06921,2023-12-27,ovo,10000,1506842
ORD145992,USR13812,2023-11-20,Mandiri VA,0,1636858
ORD145993,USR36840,2023-04-14,GoPay,0,1265902
ORD145994,USR13633,2023-07-29,OVO,0,1927643
ORD145995,USR06794,2024-05-18,Mandiri VA,0,727424
ORD145996,USR01606,2024-03-10,GO-PAY,20000,1310183
ORD145997,USR43178,2023-11-11,GO-PAY,20000,202330
ORD145998,USR05333,2024-03-11,GoPay,20000,1411261
ORD145999,USR42289,2022-07-20,OVO,10000,1520623
ORD146000,USR38748,2024-11-20,Mandiri VA,0,1789672
ORD146001,USR48618,2023-08-25,ovo,10000,928957
ORD146002,USR30443,2022-12-11,GO-PAY,0,487636
ORD146003,USR32997,2022-04-18,Mandiri VA,10000,1578966
ORD146004,USR23220,2023-01-06,COD,0,925934
ORD146005,USR42327,2023-01-12,COD,10000,1338078
ORD146006,USR09399,2023-11-25,bca va,10000,745126
ORD146007,USR27764,2023-07-21,COD,0,543985
ORD146008,USR36438,2023-05-28,ovo,0,1838585
ORD146009,USR46355,2024-02-03,bca va,10000,1603975
ORD146010,USR20994,2022-07-09,ovo,20000,775988
ORD146011,USR17229,2023-05-07,COD,0,908394
ORD146012,USR12364,2023-09-08,GO-PAY,0,499787
ORD146013,USR05256,2022-12-03,GoPay,0,869580
ORD146014,USR27475,2023-02-14,GO-PAY,0,1302933
ORD146015,USR10689,2023-06-25,Mandiri VA,0,1154664
ORD146016,USR09433,2022-06-21,BCA Virtual Account,0,515736
ORD146017,USR23071,2024-06-23,Mandiri VA,0,1697955
ORD146018,USR43809,2022-10-14,ovo,0,749096
ORD146019,USR42674,2023-03-31,Mandiri VA,0,1826444
ORD146020,USR36226,2024-07-21,GO-PAY,0,789605
ORD146021,USR29498,2022-10-17,gopay,50000,1091137
ORD146022,USR12207,2024-01-23,bca va,0,1278437
ORD146023,USR45005,2023-11-30,bca va,0,954437
ORD146024,USR46386,2023-10-12,GO-PAY,0,922377
ORD146025,USR35106,2023-04-30,bca va,0,1428872
ORD146026,USR02526,2023-02-24,GoPay,0,586080
ORD146027,USR39070,2023-05-14,OVO,10000,1474323
ORD146028,USR08858,2022-12-28,Mandiri VA,20000,1316038
ORD146029,USR12452,2024-02-02,gopay,20000,1019026
ORD146030,USR23848,2023-06-12,COD,0,1770196
ORD146031,USR08933,2023-06-07,Mandiri VA,20000,937205
ORD146032,USR27695,2022-03-17,GoPay,0,676758
ORD146033,USR41948,2022-12-27,ovo,0,593447
ORD146034,USR28129,2022-10-25,Mandiri VA,0,929907
ORD146035,USR14030,2023-10-19,GoPay,20000,243800
ORD146036,USR40623,2023-07-22,COD,0,977474
ORD146037,USR39424,2022-05-09,Mandiri VA,0,1382705
ORD146038,USR25464,2022-12-08,ovo,20000,1694439
ORD146039,USR34797,2024-03-03,GO-PAY,0,1759510
ORD146040,USR04443,2024-02-04,bca va,0,1335514
ORD146041,USR06433,2023-03-05,BCA Virtual Account,0,1804265
ORD146042,USR12148,2024-06-21,gopay,0,1121082
ORD146043,USR07392,2022-09-23,OVO,10000,1073733
ORD146044,USR38949,2022-09-24,gopay,0,1176082
ORD146045,USR20334,2023-02-06,GO-PAY,0,1911013
ORD146046,USR29940,2024-03-05,OVO,20000,1893813
ORD146047,USR02160,2024-02-16,BCA Virtual Account,0,1602244
ORD146048,USR27289,2022-04-09,gopay,10000,206800
ORD146049,USR09940,2024-01-12,GO-PAY,0,604013
ORD146050,USR00851,2022-04-20,ovo,10000,438943
ORD146051,USR46275,2022-10-29,GoPay,20000,771079
ORD146052,USR33355,2024-01-27,gopay,0,463573
ORD146053,USR41302,2023-02-02,Mandiri VA,0,187380
ORD146054,USR11182,2023-08-19,ovo,0,1704823
ORD146055,USR22109,2024-10-04,GO-PAY,0,1561660
ORD146056,USR46544,2023-05-03,OVO,0,286569
ORD146057,USR28292,2023-05-08,GoPay,0,394293
ORD146058,USR01705,2023-01-16,COD,20000,1987306
ORD146059,USR20091,2024-02-12,OVO,10000,1945896
ORD146060,USR31333,2024-09-24,gopay,10000,1819081
ORD146061,USR48438,2022-08-10,ovo,0,1819148
ORD146062,USR48712,2023-04-28,ovo,0,1829874
ORD146063,USR04293,2023-01-29,GoPay,20000,1721171
ORD146064,USR01147,2023-10-20,BCA Virtual Account,0,1126542
ORD146065,USR27199,2023-10-06,bca va,20000,469407
ORD146066,USR47670,2023-08-15,BCA Virtual Account,20000,1942704
ORD146067,USR25135,2023-01-19,GO-PAY,0,1623071
ORD146068,USR38040,2022-12-12,COD,0,1308857
ORD146069,USR09215,2022-05-08,OVO,50000,604007
ORD146070,USR47638,2024-05-31,gopay,0,647787
ORD146071,USR01340,2024-05-22,BCA Virtual Account,10000,461866
ORD146072,USR03581,2023-04-07,BCA Virtual Account,10000,1977018
ORD146073,USR28135,2023-01-17,Mandiri VA,0,463977
ORD146074,USR20378,2022-05-12,bca va,10000,1445820
ORD146075,USR45478,2023-10-25,GoPay,0,1859367
ORD146076,USR32754,2022-07-15,BCA Virtual Account,0,968007
ORD146077,USR09694,2022-07-02,COD,20000,1781311
ORD146078,USR41653,2023-09-17,GoPay,0,1805818
ORD146079,USR37014,2024-04-30,gopay,0,1328643
ORD146080,USR09906,2022-10-02,GoPay,10000,891534
ORD146081,USR21304,2023-04-14,ovo,20000,461372
ORD146082,USR36374,2022-09-14,GO-PAY,0,1628053
ORD146083,USR44618,2024-10-03,gopay,20000,1133578
ORD146084,USR35097,2024-01-11,GoPay,0,499630
ORD146085,USR09072,2022-12-26,Mandiri VA,0,804334
ORD146086,USR00322,2022-10-12,gopay,0,406935
ORD146087,USR06987,2022-12-26,GoPay,0,349014
ORD146088,USR10696,2023-10-12,ovo,0,979118
ORD146089,USR00282,2023-09-17,Mandiri VA,10000,1118921
ORD146090,USR42969,2023-03-05,BCA Virtual Account,0,179824
ORD146091,USR24471,2023-07-08,BCA Virtual Account,0,217074
ORD146092,USR24515,2023-05-13,COD,20000,528672
ORD146093,USR18465,2022-07-26,GO-PAY,0,343691
ORD146094,USR03967,2023-03-17,gopay,0,1708188
ORD146095,USR06561,2022-12-31,OVO,10000,936939
ORD146096,USR46823,2023-09-06,GO-PAY,0,723149
ORD146097,USR41851,2024-04-01,gopay,0,451491
ORD146098,USR47879,2024-11-11,COD,0,422679
ORD146099,USR05771,2024-03-28,BCA Virtual Account,10000,1062592
ORD146100,USR25121,2023-07-27,COD,0,1108152
ORD146101,USR12707,2023-04-01,OVO,0,455115
ORD146102,USR49640,2023-12-12,GO-PAY,10000,866540
ORD146103,USR29535,2023-08-26,bca va,10000,450873
ORD146104,USR21340,2023-08-01,BCA Virtual Account,0,522080
ORD146105,USR06235,2023-03-27,ovo,10000,1278077
ORD146106,USR40848,2023-06-11,BCA Virtual Account,10000,1157538
ORD146107,USR22984,2022-01-31,BCA Virtual Account,0,1619980
ORD146108,USR23433,2024-04-13,bca va,0,1547988
ORD146109,USR46978,2024-04-22,GoPay,0,786260
ORD146110,USR35328,2023-06-17,gopay,0,802885
ORD146111,USR09005,2022-12-17,GoPay,20000,1171727
ORD146112,USR38913,2022-04-12,COD,0,87079
ORD146113,USR44913,2023-03-25,gopay,0,415008
ORD146114,USR35784,2023-05-03,Mandiri VA,0,1347786
ORD146115,USR46317,2023-05-14,BCA Virtual Account,0,1461292
ORD146116,USR08211,2022-12-20,BCA Virtual Account,10000,1537706
ORD146117,USR43625,2023-09-16,COD,0,1802306
ORD146118,USR38251,2022-02-14,ovo,10000,1037131
ORD146119,USR14153,2023-04-14,GO-PAY,0,220289
ORD146120,USR22605,2022-12-21,OVO,0,644171
ORD146121,USR03263,2023-08-26,BCA Virtual Account,0,61347
ORD146122,USR48817,2023-06-15,OVO,10000,1461261
ORD146123,USR12002,2024-04-18,gopay,10000,1588149
ORD146124,USR34815,2022-07-13,bca va,20000,999999999
ORD146125,USR40270,2023-11-11,GoPay,0,464294
ORD146126,USR33160,2023-03-05,GO-PAY,20000,1152972
ORD146127,USR02993,2022-11-16,COD,10000,1692688
ORD146128,USR26773,2022-09-08,GO-PAY,10000,1652078
ORD146129,USR25030,2023-08-21,GoPay,0,-150000
ORD146130,USR43976,2024-05-14,GoPay,0,1321716
ORD146131,USR47794,2023-05-06,GoPay,10000,1491360
ORD146132,USR00920,2023-11-03,GO-PAY,10000,1177773
ORD146133,USR13876,2024-06-05,BCA Virtual Account,10000,1957069
ORD146134,USR13100,2024-03-10,GoPay,0,1882764
ORD146135,USR29757,2023-05-06,COD,0,427216
ORD146136,USR43491,2023-08-14,BCA Virtual Account,10000,660737
ORD146137,USR38766,2022-02-27,GoPay,0,1793516
ORD146138,USR44181,2023-11-16,gopay,0,1807180
ORD146139,USR10372,2023-11-30,GO-PAY,0,1890544
ORD146140,USR21938,2024-07-12,Mandiri VA,0,1852387
ORD146141,USR31756,2023-12-14,Mandiri VA,20000,1263969
ORD146142,USR15765,2022-10-12,bca va,0,393416
ORD146143,USR03626,2022-07-28,ovo,0,849734
ORD146144,USR23131,2024-02-14,bca va,0,570182
ORD146145,USR08108,2024-06-07,GoPay,20000,1698763
ORD146146,USR27680,2022-10-23,BCA Virtual Account,20000,1807244
ORD146147,USR28917,2023-02-11,gopay,10000,742909
ORD146148,USR36819,2024-01-14,gopay,0,1839181
ORD146149,USR39659,2023-09-23,GO-PAY,0,-150000
ORD146150,USR25573,2023-05-04,COD,0,999999999
ORD146151,USR48436,2023-12-23,bca va,0,1547713
ORD146152,USR29422,2024-03-19,GO-PAY,10000,1039195
ORD146153,USR09719,2023-09-20,GoPay,10000,407913
ORD146154,USR40911,2024-01-07,GoPay,20000,1820196
ORD146155,USR37672,2023-06-29,GoPay,0,1571368
ORD146156,USR41697,2022-09-23,Mandiri VA,0,1043934
ORD146157,USR12944,2024-06-26,GO-PAY,0,1824922
ORD146158,USR34702,2023-03-11,GoPay,0,1364120
ORD146159,USR37359,2023-06-16,bca va,0,153734
ORD146160,USR31459,2024-01-08,GO-PAY,0,1712963
ORD146161,USR19540,2022-08-23,gopay,0,1670290
ORD146162,USR27243,2023-06-22,BCA Virtual Account,10000,744053
ORD146163,USR17776,2024-08-15,COD,20000,126064
ORD146164,USR45417,2022-04-24,BCA Virtual Account,20000,1831506
ORD146165,USR25489,2023-10-19,OVO,10000,1490881
ORD146166,USR06930,2024-06-14,gopay,0,554275
ORD146167,USR36731,2023-07-17,gopay,0,1936556
ORD146168,USR36336,2023-06-04,gopay,50000,63676
ORD146169,USR47805,2023-05-09,OVO,0,345213
ORD146170,USR21815,2023-01-01,OVO,20000,550635
ORD146171,USR21811,2024-07-19,Mandiri VA,20000,969276
ORD146172,USR02813,2024-07-16,bca va,0,161138
ORD146173,USR20818,2024-02-25,BCA Virtual Account,10000,737283
ORD146174,USR18528,2023-05-02,GO-PAY,0,1115876
ORD146175,USR41385,2023-09-09,gopay,50000,1140520
ORD146176,USR02007,2023-03-15,ovo,0,887476
ORD146177,USR44158,2022-10-02,Mandiri VA,0,1790613
ORD146178,USR35416,2023-08-04,gopay,10000,1098162
ORD146179,USR36325,2022-08-26,BCA Virtual Account,50000,825705
ORD146180,USR17264,2024-05-02,GO-PAY,50000,263987
ORD146181,USR02198,2023-12-15,gopay,0,175375
ORD146182,USR15211,2022-08-17,bca va,10000,465468
ORD146183,USR00302,2022-03-12,Mandiri VA,0,1413290
ORD146184,USR46333,2024-06-29,BCA Virtual Account,0,851861
ORD146185,USR21896,2023-02-15,COD,0,1087186
ORD146186,USR41195,2023-01-11,OVO,0,1231544
ORD146187,USR24793,2023-09-09,bca va,0,1849793
ORD146188,USR30328,2023-04-30,gopay,0,1271342
ORD146189,USR06009,2023-02-14,COD,0,1057200
ORD146190,USR17726,2023-08-14,BCA Virtual Account,10000,112842
ORD146191,USR15435,2022-10-02,Mandiri VA,0,622347
ORD146192,USR38236,2023-12-09,Mandiri VA,10000,1640828
ORD146193,USR32936,2022-12-22,GoPay,0,1097454
ORD146194,USR44201,2023-11-04,ovo,0,499522
ORD146195,USR38687,2023-04-28,Mandiri VA,0,893104
ORD146196,USR30674,2023-04-16,COD,0,578171
ORD146197,USR41987,2023-11-14,Mandiri VA,0,1054575
ORD146198,USR23560,2024-01-09,GoPay,0,417893
ORD146199,USR13192,2023-04-23,OVO,10000,1248727
ORD146200,USR46622,2023-08-24,Mandiri VA,10000,753059
ORD146201,USR19522,2022-10-02,OVO,0,67450
ORD146202,USR38356,2023-05-02,GO-PAY,0,503358
ORD146203,USR32863,2023-07-23,ovo,0,1441802
ORD146204,USR09313,2023-02-26,OVO,0,1792093
ORD146205,USR25562,2022-05-10,OVO,0,918004
ORD146206,USR08380,2024-02-07,Mandiri VA,10000,169273
ORD146207,USR47976,2023-12-09,OVO,0,1872273
ORD146208,USR40695,2024-03-20,BCA Virtual Account,10000,1750245
ORD146209,USR10071,2023-11-10,GO-PAY,0,1003099
ORD146210,USR03549,2023-06-26,GoPay,0,620823
ORD146211,USR37896,2023-03-30,gopay,0,139278
ORD146212,USR49449,2023-07-11,gopay,0,1738086
ORD146213,USR14599,2023-11-05,COD,0,1053849
ORD146214,USR31707,2022-10-21,gopay,0,1308158
ORD146215,USR33007,2023-11-07,Mandiri VA,20000,873432
ORD146216,USR34375,2023-09-02,ovo,20000,626582
ORD146217,USR06093,2023-03-01,GoPay,10000,-150000
ORD146218,USR29538,2022-09-18,Mandiri VA,20000,1428958
ORD146219,USR36812,2022-02-27,bca va,10000,1499717
ORD146220,USR44778,2024-06-13,Mandiri VA,0,1366720
ORD146221,USR07077,2022-08-27,gopay,10000,1236979
ORD146222,USR10936,2023-10-09,GoPay,0,1630398
ORD146223,USR03007,2023-10-21,GO-PAY,0,1635938
ORD146224,USR20013,2024-03-20,bca va,0,743110
ORD146225,USR15758,2024-01-18,gopay,0,1865934
ORD146226,USR24951,2023-09-18,Mandiri VA,0,1657071
ORD146227,USR46214,2023-03-29,Mandiri VA,0,1730536
ORD146228,USR18559,2023-02-11,GO-PAY,20000,929972
ORD146229,USR46638,2024-06-17,COD,0,1777452
ORD146230,USR28946,2023-02-03,GoPay,0,441084
ORD146231,USR39556,2024-05-14,GO-PAY,10000,279590
ORD146232,USR34829,2022-11-10,Mandiri VA,20000,1311088
ORD146233,USR12421,2023-02-23,bca va,0,280303
ORD146234,USR32679,2023-05-18,GO-PAY,0,399055
ORD146235,USR12859,2024-03-02,GO-PAY,0,1685859
ORD146236,USR35694,2023-01-19,GoPay,0,888463
ORD146237,USR34740,2022-10-17,gopay,0,1848908
ORD146238,USR27332,2023-05-17,gopay,20000,772328
ORD146239,USR07334,2023-03-27,COD,20000,591635
ORD146240,USR34209,2023-03-19,COD,0,420165
ORD146241,USR25290,2024-04-19,bca va,0,1965151
ORD146242,USR01669,2023-12-08,bca va,0,1853226
ORD146243,USR26276,2024-03-31,BCA Virtual Account,10000,1046881
ORD146244,USR41710,2022-11-11,gopay,20000,1489302
ORD146245,USR01192,2023-03-30,OVO,20000,1653741
ORD146246,USR02511,2022-02-24,GO-PAY,0,1461391
ORD146247,USR13195,2023-12-24,gopay,50000,1182976
ORD146248,USR33507,2023-02-06,gopay,0,871185
ORD146249,USR42580,2022-11-07,Mandiri VA,20000,1246403
ORD146250,USR11559,2022-07-08,GO-PAY,0,1765772
ORD146251,USR45444,2023-06-25,Mandiri VA,0,842367
ORD146252,USR23086,2022-06-25,OVO,0,1610204
ORD146253,USR19513,2023-04-21,Mandiri VA,0,1261151
ORD146254,USR06746,2023-03-05,gopay,0,1581141
ORD146255,USR29613,2024-04-05,bca va,0,111823
ORD146256,USR43877,2023-01-03,COD,0,337498
ORD146257,USR35515,2024-01-21,BCA Virtual Account,0,1652519
ORD146258,USR07375,2022-10-19,ovo,0,1472137
ORD146259,USR06842,2023-10-13,GoPay,0,943908
ORD146260,USR29828,2024-03-26,Mandiri VA,0,217558
ORD146261,USR29226,2022-12-12,COD,10000,-150000
ORD146262,USR19396,2023-07-22,BCA Virtual Account,0,1976320
ORD146263,USR09101,2023-07-29,ovo,0,1357869
ORD146264,USR29981,2023-09-30,GO-PAY,0,1717480
ORD146265,USR07851,2022-11-29,COD,20000,1612312
ORD146266,USR24164,2023-06-26,ovo,0,313578
ORD146267,USR31677,2023-07-20,bca va,0,1328073
ORD146268,USR49722,2022-10-05,Mandiri VA,50000,407264
ORD146269,USR45027,2023-04-27,OVO,0,1476962
ORD146270,USR18642,2022-06-29,gopay,10000,1091975
ORD146271,USR24620,2024-06-08,BCA Virtual Account,0,651251
ORD146272,USR38264,2023-07-31,GoPay,0,805201
ORD146273,USR46650,2024-03-06,Mandiri VA,0,1200947
ORD146274,USR38164,2022-06-04,OVO,0,447890
ORD146275,USR49699,2024-08-25,Mandiri VA,10000,490074
ORD146276,USR24050,2023-07-11,gopay,0,1006356
ORD146277,USR41233,2022-08-26,Mandiri VA,10000,391280
ORD146278,USR22115,2024-07-21,GO-PAY,0,1355518
ORD146279,USR46403,2023-11-14,GO-PAY,0,757182
ORD146280,USR18258,2023-01-18,bca va,0,1892557
ORD146281,USR21919,2023-06-21,OVO,10000,1884356
ORD146282,USR46494,2024-09-02,GO-PAY,20000,1854274
ORD146283,USR01261,2023-02-07,OVO,0,246324
ORD146284,USR17952,2023-01-13,COD,10000,517859
ORD146285,USR25974,2022-10-14,COD,10000,1925372
ORD146286,USR00678,2023-02-11,Mandiri VA,20000,1607464
ORD146287,USR16629,2023-11-12,GO-PAY,20000,496074
ORD146288,USR33905,2023-11-02,COD,0,63800
ORD146289,USR04525,2023-09-30,OVO,0,1752835
ORD146290,USR22326,2022-11-26,GoPay,0,1496454
ORD146291,USR28586,2022-01-16,bca va,10000,104976
ORD146292,USR41750,2023-03-21,OVO,0,1023778
ORD146293,USR15000,2023-02-04,GoPay,10000,1002383
ORD146294,USR08464,2023-05-28,GoPay,10000,604392
ORD146295,USR47007,2023-12-10,BCA Virtual Account,0,1043320
ORD146296,USR06380,2023-10-05,gopay,0,903943
ORD146297,USR27786,2024-01-13,Mandiri VA,10000,1083157
ORD146298,USR41040,2024-01-28,GoPay,0,384677
ORD146299,USR41617,2023-07-26,BCA Virtual Account,0,1361777
ORD146300,USR37772,2022-03-22,GoPay,0,107616
ORD146301,USR43139,2023-04-03,GO-PAY,20000,1944573
ORD146302,USR25006,2024-03-20,GoPay,20000,1875726
ORD146303,USR27265,2024-05-13,GO-PAY,0,590988
ORD146304,USR20146,2023-12-15,BCA Virtual Account,10000,1171133
ORD146305,USR33249,2024-05-11,bca va,0,1002087
ORD146306,USR49469,2023-03-17,ovo,20000,920887
ORD146307,USR12899,2024-07-13,gopay,20000,200455
ORD146308,USR13411,2023-03-17,ovo,0,591431
ORD146309,USR30329,2022-11-09,BCA Virtual Account,10000,826855
ORD146310,USR13806,2022-12-23,GO-PAY,0,536902
ORD146311,USR09501,2022-10-18,GoPay,0,1035045
ORD146312,USR19681,2022-06-30,gopay,0,356853
ORD146313,USR11292,2022-07-06,OVO,10000,383532
ORD146314,USR17683,2022-08-03,bca va,0,1219536
ORD146315,USR25178,2022-08-12,Mandiri VA,10000,1106824
ORD146316,USR07325,2024-08-15,COD,0,1320834
ORD146317,USR31923,2024-06-07,BCA Virtual Account,0,438234
ORD146318,USR16036,2024-05-24,OVO,0,1664224
ORD146319,USR38755,2023-02-09,Mandiri VA,0,1694134
ORD146320,USR06134,2023-09-09,GoPay,50000,496263
ORD146321,USR22363,2024-12-14,bca va,0,143234
ORD146322,USR20770,2022-06-24,Mandiri VA,10000,1458411
ORD146323,USR47940,2023-12-19,GoPay,0,892166
ORD146324,USR33470,2024-03-20,COD,10000,403707
ORD146325,USR05639,2023-12-21,OVO,0,1908158
ORD146326,USR33273,2024-11-04,gopay,0,1181135
ORD146327,USR16647,2023-02-10,BCA Virtual Account,0,544298
ORD146328,USR41238,2023-10-22,GO-PAY,10000,1665234
ORD146329,USR00506,2023-09-16,gopay,0,852863
ORD146330,USR35673,2024-04-22,GoPay,0,1635136
ORD146331,USR46239,2022-07-07,BCA Virtual Account,50000,1567684
ORD146332,USR19172,2023-03-27,BCA Virtual Account,0,886513
ORD146333,USR34688,2023-03-09,Mandiri VA,0,1707441
ORD146334,USR48753,2024-03-12,bca va,0,1155215
ORD146335,USR34352,2023-01-09,GO-PAY,0,1085872
ORD146336,USR47879,2024-07-25,GO-PAY,20000,483880
ORD146337,USR37638,2023-08-25,GO-PAY,0,1171206
ORD146338,USR23684,2023-03-29,Mandiri VA,0,1441018
ORD146339,USR32911,2023-07-14,OVO,10000,122763
ORD146340,USR35771,2024-06-05,ovo,20000,1728844
ORD146341,USR25441,2022-05-09,OVO,0,450167
ORD146342,USR43559,2023-06-14,BCA Virtual Account,0,1546417
ORD146343,USR28620,2023-07-02,GoPay,20000,289688
ORD146344,USR24366,2024-01-28,GoPay,0,1040418
ORD146345,USR13334,2024-05-22,BCA Virtual Account,20000,1873383
ORD146346,USR47546,2023-04-05,GoPay,0,1992112
ORD146347,USR08176,2023-05-10,GoPay,0,652441
ORD146348,USR31909,2023-08-17,Mandiri VA,0,-150000
ORD146349,USR31050,2023-08-30,bca va,10000,1297250
ORD146350,USR34991,2024-01-13,gopay,0,99055
ORD146351,USR08746,2023-06-12,bca va,10000,682326
ORD146352,USR36934,2023-03-26,COD,0,1574422
ORD146353,USR04729,2022-09-28,OVO,10000,875474
ORD146354,USR43478,2023-10-27,ovo,20000,624557
ORD146355,USR27866,2023-06-01,GoPay,0,1874967
ORD146356,USR22173,2023-03-27,COD,0,737787
ORD146357,USR02120,2023-05-23,BCA Virtual Account,50000,834407
ORD146358,USR47546,2023-06-15,GoPay,0,799457
ORD146359,USR43026,2024-09-11,gopay,20000,-150000
ORD146360,USR26836,2022-11-05,BCA Virtual Account,0,1326703
ORD146361,USR42919,2024-08-25,GO-PAY,0,1770000
ORD146362,USR27537,2023-11-06,OVO,0,242710
ORD146363,USR26543,2022-05-29,bca va,0,1978158
ORD146364,USR21124,2023-10-19,OVO,0,1321276
ORD146365,USR37178,2023-11-06,BCA Virtual Account,0,311087
ORD146366,USR21172,2022-06-11,COD,0,999999999
ORD146367,USR13804,2022-11-08,Mandiri VA,50000,282693
ORD146368,USR11497,2023-08-23,COD,20000,506436
ORD146369,USR07900,2022-03-23,GoPay,0,1660973
ORD146370,USR48186,2023-07-11,COD,0,1946179
ORD146371,USR22731,2023-04-24,Mandiri VA,10000,516411
ORD146372,USR08693,2024-04-28,GO-PAY,20000,702753
ORD146373,USR04784,2024-08-08,COD,0,1277399
ORD146374,USR04263,2022-09-12,GO-PAY,0,377066
ORD146375,USR15028,2023-01-25,GoPay,10000,1427107
ORD146376,USR36386,2023-07-06,bca va,0,365095
ORD146377,USR32535,2023-07-30,COD,0,558069
ORD146378,USR48303,2022-05-17,GoPay,20000,140549
ORD146379,USR17079,2024-05-18,GoPay,0,495572
ORD146380,USR15769,2022-05-26,Mandiri VA,0,1269014
ORD146381,USR07129,2023-06-21,ovo,0,195890
ORD146382,USR37709,2024-06-23,GoPay,20000,1059796
ORD146383,USR35206,2024-04-08,OVO,0,1244333
ORD146384,USR10810,2022-03-11,Mandiri VA,0,1651838
ORD146385,USR38537,2022-12-07,ovo,10000,1199422
ORD146386,USR47444,2024-04-18,gopay,0,453437
ORD146387,USR17027,2023-04-12,GoPay,0,1789816
ORD146388,USR40626,2022-09-06,BCA Virtual Account,0,363667
ORD146389,USR23888,2024-01-23,bca va,0,1726390
ORD146390,USR40612,2024-04-16,bca va,20000,956331
ORD146391,USR28391,2023-02-17,Mandiri VA,0,945142
ORD146392,USR01520,2024-04-30,gopay,20000,1133620
ORD146393,USR08003,2024-04-20,ovo,20000,1738584
ORD146394,USR16436,2023-04-04,Mandiri VA,0,1497694
ORD146395,USR47658,2023-10-14,GoPay,10000,52884
ORD146396,USR02602,2024-05-14,bca va,20000,172158
ORD146397,USR00897,2022-09-17,GoPay,10000,333128
ORD146398,USR11826,2022-08-20,bca va,0,642018
ORD146399,USR25220,2023-05-05,BCA Virtual Account,50000,208213
ORD146400,USR44079,2023-02-27,GoPay,10000,1249879
ORD146401,USR48010,2022-08-19,GO-PAY,10000,495145
ORD146402,USR46419,2022-04-12,ovo,0,244505
ORD146403,USR32042,2022-10-13,gopay,0,1246643
ORD146404,USR19838,2023-03-04,Mandiri VA,10000,1593362
ORD146405,USR38895,2023-12-28,bca va,0,1520053
ORD146406,USR15038,2023-09-28,bca va,0,324292
ORD146407,USR46257,2023-01-19,Mandiri VA,20000,1798475
ORD146408,USR20399,2022-11-25,Mandiri VA,0,791588
ORD146409,USR40898,2024-04-27,ovo,10000,1722387
ORD146410,USR02615,2023-09-16,GoPay,0,669240
ORD146411,USR39384,2023-05-20,OVO,20000,586008
ORD146412,USR44599,2022-07-19,COD,0,1669401
ORD146413,USR41034,2023-09-16,ovo,10000,1779221
ORD146414,USR35710,2024-02-04,Mandiri VA,0,678210
ORD146415,USR30269,2023-03-21,OVO,20000,1117298
ORD146416,USR41461,2024-04-01,GoPay,10000,1327499
ORD146417,USR20107,2023-03-12,OVO,10000,504287
ORD146418,USR33974,2023-11-10,ovo,0,1207376
ORD146419,USR15130,2024-07-26,ovo,50000,203792
ORD146420,USR17318,2024-06-26,Mandiri VA,0,1031161
ORD146421,USR39386,2023-12-18,GO-PAY,10000,1889325
ORD146422,USR00156,2024-09-11,BCA Virtual Account,0,1833319
ORD146423,USR41149,2022-09-20,ovo,20000,606888
ORD146424,USR03490,2024-03-31,gopay,0,319194
ORD146425,USR15869,2023-06-15,BCA Virtual Account,0,871366
ORD146426,USR22996,2022-05-01,Mandiri VA,0,742635
ORD146427,USR31412,2023-12-14,OVO,20000,1762120
ORD146428,USR37642,2024-01-09,GO-PAY,10000,1101719
ORD146429,USR25606,2023-11-13,BCA Virtual Account,0,361845
ORD146430,USR14621,2023-01-16,ovo,0,1629415
